code,description,category,subcategory,code_system
48550,Digestive system procedure 48550,Surgery,Digestive System,CPT
48575,Digestive system procedure 48575,Surgery,Digestive System,CPT
48600,Digestive system procedure 48600,Surgery,Digestive System,CPT
48625,Digestive system procedure 48625,Surgery,Digestive System,CPT
48650,Digestive system procedure 48650,Surgery,Digestive System,CPT
48675,Digestive system procedure 48675,Surgery,Digestive System,CPT
48700,Digestive system procedure 48700,Surgery,Digestive System,CPT
48725,Digestive system procedure 48725,Surgery,Digestive System,CPT
48750,Digestive system procedure 48750,Surgery,Digestive System,CPT
48775,Digestive system procedure 48775,Surgery,Digestive System,CPT
48800,Digestive system procedure 48800,Surgery,Digestive System,CPT
48825,Digestive system procedure 48825,Surgery,Digestive System,CPT
48850,Digestive system procedure 48850,Surgery,Digestive System,CPT
48875,Digestive system procedure 48875,Surgery,Digestive System,CPT
48900,Digestive system procedure 48900,Surgery,Digestive System,CPT
48925,Digestive system procedure 48925,Surgery,Digestive System,CPT
48950,Digestive system procedure 48950,Surgery,Digestive System,CPT
48975,Digestive system procedure 48975,Surgery,Digestive System,CPT
49000,Digestive system procedure 49000,Surgery,Digestive System,CPT
4901F,Performance measure 4901F,Category II - Performance Measures,Quality Measurement,CPT
49025,Digestive system procedure 49025,Surgery,Digestive System,CPT
49050,Digestive system procedure 49050,Surgery,Digestive System,CPT
49075,Digestive system procedure 49075,Surgery,Digestive System,CPT
49100,Digestive system procedure 49100,Surgery,Digestive System,CPT
49125,Digestive system procedure 49125,Surgery,Digestive System,CPT
49150,Digestive system procedure 49150,Surgery,Digestive System,CPT
49175,Digestive system procedure 49175,Surgery,Digestive System,CPT
49200,Digestive system procedure 49200,Surgery,Digestive System,CPT
49225,Digestive system procedure 49225,Surgery,Digestive System,CPT
49250,Digestive system procedure 49250,Surgery,Digestive System,CPT
49275,Digestive system procedure 49275,Surgery,Digestive System,CPT
49300,Digestive system procedure 49300,Surgery,Digestive System,CPT
49325,Digestive system procedure 49325,Surgery,Digestive System,CPT
49350,Digestive system procedure 49350,Surgery,Digestive System,CPT
49375,Digestive system procedure 49375,Surgery,Digestive System,CPT
49400,Digestive system procedure 49400,Surgery,Digestive System,CPT
49425,Digestive system procedure 49425,Surgery,Digestive System,CPT
49450,Digestive system procedure 49450,Surgery,Digestive System,CPT
49475,Digestive system procedure 49475,Surgery,Digestive System,CPT
49500,Digestive system procedure 49500,Surgery,Digestive System,CPT
4951F,Performance measure 4951F,Category II - Performance Measures,Quality Measurement,CPT
49525,Digestive system procedure 49525,Surgery,Digestive System,CPT
49550,Digestive system procedure 49550,Surgery,Digestive System,CPT
49575,Digestive system procedure 49575,Surgery,Digestive System,CPT
49600,Digestive system procedure 49600,Surgery,Digestive System,CPT
49625,Digestive system procedure 49625,Surgery,Digestive System,CPT
49650,Digestive system procedure 49650,Surgery,Digestive System,CPT
49675,Digestive system procedure 49675,Surgery,Digestive System,CPT
49700,Digestive system procedure 49700,Surgery,Digestive System,CPT
49725,Digestive system procedure 49725,Surgery,Digestive System,CPT
49750,Digestive system procedure 49750,Surgery,Digestive System,CPT
49775,Digestive system procedure 49775,Surgery,Digestive System,CPT
49800,Digestive system procedure 49800,Surgery,Digestive System,CPT
49825,Digestive system procedure 49825,Surgery,Digestive System,CPT
49850,Digestive system procedure 49850,Surgery,Digestive System,CPT
49875,Digestive system procedure 49875,Surgery,Digestive System,CPT
49900,Digestive system procedure 49900,Surgery,Digestive System,CPT
49925,Digestive system procedure 49925,Surgery,Digestive System,CPT
49950,Digestive system procedure 49950,Surgery,Digestive System,CPT
49975,Digestive system procedure 49975,Surgery,Digestive System,CPT
50000,Urinary system procedure 50000,Surgery,Urinary System,CPT
5001F,Performance measure 5001F,Category II - Performance Measures,Quality Measurement,CPT
50025,Urinary system procedure 50025,Surgery,Urinary System,CPT
50050,Urinary system procedure 50050,Surgery,Urinary System,CPT
50075,Urinary system procedure 50075,Surgery,Urinary System,CPT
50100,Urinary system procedure 50100,Surgery,Urinary System,CPT
50125,Urinary system procedure 50125,Surgery,Urinary System,CPT
50150,Urinary system procedure 50150,Surgery,Urinary System,CPT
50175,Urinary system procedure 50175,Surgery,Urinary System,CPT
50200,Urinary system procedure 50200,Surgery,Urinary System,CPT
50225,Urinary system procedure 50225,Surgery,Urinary System,CPT
50250,Urinary system procedure 50250,Surgery,Urinary System,CPT
50275,Urinary system procedure 50275,Surgery,Urinary System,CPT
50300,Urinary system procedure 50300,Surgery,Urinary System,CPT
50325,Urinary system procedure 50325,Surgery,Urinary System,CPT
50350,Urinary system procedure 50350,Surgery,Urinary System,CPT
50375,Urinary system procedure 50375,Surgery,Urinary System,CPT
50400,Urinary system procedure 50400,Surgery,Urinary System,CPT
50425,Urinary system procedure 50425,Surgery,Urinary System,CPT
50450,Urinary system procedure 50450,Surgery,Urinary System,CPT
50475,Urinary system procedure 50475,Surgery,Urinary System,CPT
50500,Urinary system procedure 50500,Surgery,Urinary System,CPT
5051F,Performance measure 5051F,Category II - Performance Measures,Quality Measurement,CPT
50525,Urinary system procedure 50525,Surgery,Urinary System,CPT
50550,Urinary system procedure 50550,Surgery,Urinary System,CPT
50575,Urinary system procedure 50575,Surgery,Urinary System,CPT
50600,Urinary system procedure 50600,Surgery,Urinary System,CPT
50625,Urinary system procedure 50625,Surgery,Urinary System,CPT
50650,Urinary system procedure 50650,Surgery,Urinary System,CPT
50675,Urinary system procedure 50675,Surgery,Urinary System,CPT
50700,Urinary system procedure 50700,Surgery,Urinary System,CPT
50725,Urinary system procedure 50725,Surgery,Urinary System,CPT
50750,Urinary system procedure 50750,Surgery,Urinary System,CPT
50775,Urinary system procedure 50775,Surgery,Urinary System,CPT
50800,Urinary system procedure 50800,Surgery,Urinary System,CPT
50825,Urinary system procedure 50825,Surgery,Urinary System,CPT
50850,Urinary system procedure 50850,Surgery,Urinary System,CPT
50875,Urinary system procedure 50875,Surgery,Urinary System,CPT
50900,Urinary system procedure 50900,Surgery,Urinary System,CPT
50925,Urinary system procedure 50925,Surgery,Urinary System,CPT
50950,Urinary system procedure 50950,Surgery,Urinary System,CPT
50975,Urinary system procedure 50975,Surgery,Urinary System,CPT
51000,Urinary system procedure 51000,Surgery,Urinary System,CPT
5101F,Performance measure 5101F,Category II - Performance Measures,Quality Measurement,CPT
51025,Urinary system procedure 51025,Surgery,Urinary System,CPT
51050,Urinary system procedure 51050,Surgery,Urinary System,CPT
51075,Urinary system procedure 51075,Surgery,Urinary System,CPT
51100,Urinary system procedure 51100,Surgery,Urinary System,CPT
51125,Urinary system procedure 51125,Surgery,Urinary System,CPT
51150,Urinary system procedure 51150,Surgery,Urinary System,CPT
51175,Urinary system procedure 51175,Surgery,Urinary System,CPT
51200,Urinary system procedure 51200,Surgery,Urinary System,CPT
51225,Urinary system procedure 51225,Surgery,Urinary System,CPT
51250,Urinary system procedure 51250,Surgery,Urinary System,CPT
51275,Urinary system procedure 51275,Surgery,Urinary System,CPT
51300,Urinary system procedure 51300,Surgery,Urinary System,CPT
51325,Urinary system procedure 51325,Surgery,Urinary System,CPT
51350,Urinary system procedure 51350,Surgery,Urinary System,CPT
51375,Urinary system procedure 51375,Surgery,Urinary System,CPT
51400,Urinary system procedure 51400,Surgery,Urinary System,CPT
51425,Urinary system procedure 51425,Surgery,Urinary System,CPT
51450,Urinary system procedure 51450,Surgery,Urinary System,CPT
51475,Urinary system procedure 51475,Surgery,Urinary System,CPT
51500,Urinary system procedure 51500,Surgery,Urinary System,CPT
5151F,Performance measure 5151F,Category II - Performance Measures,Quality Measurement,CPT
51525,Urinary system procedure 51525,Surgery,Urinary System,CPT
51550,Urinary system procedure 51550,Surgery,Urinary System,CPT
51575,Urinary system procedure 51575,Surgery,Urinary System,CPT
51600,Urinary system procedure 51600,Surgery,Urinary System,CPT
51625,Urinary system procedure 51625,Surgery,Urinary System,CPT
51650,Urinary system procedure 51650,Surgery,Urinary System,CPT
51675,Urinary system procedure 51675,Surgery,Urinary System,CPT
51700,Urinary system procedure 51700,Surgery,Urinary System,CPT
51725,Urinary system procedure 51725,Surgery,Urinary System,CPT
51750,Urinary system procedure 51750,Surgery,Urinary System,CPT
51775,Urinary system procedure 51775,Surgery,Urinary System,CPT
51800,Urinary system procedure 51800,Surgery,Urinary System,CPT
51825,Urinary system procedure 51825,Surgery,Urinary System,CPT
51850,Urinary system procedure 51850,Surgery,Urinary System,CPT
51875,Urinary system procedure 51875,Surgery,Urinary System,CPT
51900,Urinary system procedure 51900,Surgery,Urinary System,CPT
51925,Urinary system procedure 51925,Surgery,Urinary System,CPT
51950,Urinary system procedure 51950,Surgery,Urinary System,CPT
51975,Urinary system procedure 51975,Surgery,Urinary System,CPT
52000,Urinary system procedure 52000,Surgery,Urinary System,CPT
5201F,Performance measure 5201F,Category II - Performance Measures,Quality Measurement,CPT
52025,Urinary system procedure 52025,Surgery,Urinary System,CPT
52050,Urinary system procedure 52050,Surgery,Urinary System,CPT
52075,Urinary system procedure 52075,Surgery,Urinary System,CPT
52100,Urinary system procedure 52100,Surgery,Urinary System,CPT
52125,Urinary system procedure 52125,Surgery,Urinary System,CPT
52150,Urinary system procedure 52150,Surgery,Urinary System,CPT
52175,Urinary system procedure 52175,Surgery,Urinary System,CPT
52200,Urinary system procedure 52200,Surgery,Urinary System,CPT
52225,Urinary system procedure 52225,Surgery,Urinary System,CPT
52250,Urinary system procedure 52250,Surgery,Urinary System,CPT
52275,Urinary system procedure 52275,Surgery,Urinary System,CPT
52300,Urinary system procedure 52300,Surgery,Urinary System,CPT
52325,Urinary system procedure 52325,Surgery,Urinary System,CPT
52350,Urinary system procedure 52350,Surgery,Urinary System,CPT
52375,Urinary system procedure 52375,Surgery,Urinary System,CPT
52400,Urinary system procedure 52400,Surgery,Urinary System,CPT
52425,Urinary system procedure 52425,Surgery,Urinary System,CPT
52450,Urinary system procedure 52450,Surgery,Urinary System,CPT
52475,Urinary system procedure 52475,Surgery,Urinary System,CPT
52500,Urinary system procedure 52500,Surgery,Urinary System,CPT
5251F,Performance measure 5251F,Category II - Performance Measures,Quality Measurement,CPT
52525,Urinary system procedure 52525,Surgery,Urinary System,CPT
52550,Urinary system procedure 52550,Surgery,Urinary System,CPT
52575,Urinary system procedure 52575,Surgery,Urinary System,CPT
52600,Urinary system procedure 52600,Surgery,Urinary System,CPT
52625,Urinary system procedure 52625,Surgery,Urinary System,CPT
52650,Urinary system procedure 52650,Surgery,Urinary System,CPT
52675,Urinary system procedure 52675,Surgery,Urinary System,CPT
52700,Urinary system procedure 52700,Surgery,Urinary System,CPT
52725,Urinary system procedure 52725,Surgery,Urinary System,CPT
52750,Urinary system procedure 52750,Surgery,Urinary System,CPT
52775,Urinary system procedure 52775,Surgery,Urinary System,CPT
52800,Urinary system procedure 52800,Surgery,Urinary System,CPT
52825,Urinary system procedure 52825,Surgery,Urinary System,CPT
52850,Urinary system procedure 52850,Surgery,Urinary System,CPT
52875,Urinary system procedure 52875,Surgery,Urinary System,CPT
52900,Urinary system procedure 52900,Surgery,Urinary System,CPT
52925,Urinary system procedure 52925,Surgery,Urinary System,CPT
52950,Urinary system procedure 52950,Surgery,Urinary System,CPT
52975,Urinary system procedure 52975,Surgery,Urinary System,CPT
53000,Urinary system procedure 53000,Surgery,Urinary System,CPT
5301F,Performance measure 5301F,Category II - Performance Measures,Quality Measurement,CPT
53025,Urinary system procedure 53025,Surgery,Urinary System,CPT
53050,Urinary system procedure 53050,Surgery,Urinary System,CPT
53075,Urinary system procedure 53075,Surgery,Urinary System,CPT
53100,Urinary system procedure 53100,Surgery,Urinary System,CPT
53125,Urinary system procedure 53125,Surgery,Urinary System,CPT
53150,Urinary system procedure 53150,Surgery,Urinary System,CPT
53175,Urinary system procedure 53175,Surgery,Urinary System,CPT
53200,Urinary system procedure 53200,Surgery,Urinary System,CPT
53225,Urinary system procedure 53225,Surgery,Urinary System,CPT
53250,Urinary system procedure 53250,Surgery,Urinary System,CPT
53275,Urinary system procedure 53275,Surgery,Urinary System,CPT
53300,Urinary system procedure 53300,Surgery,Urinary System,CPT
53325,Urinary system procedure 53325,Surgery,Urinary System,CPT
53350,Urinary system procedure 53350,Surgery,Urinary System,CPT
53375,Urinary system procedure 53375,Surgery,Urinary System,CPT
53400,Urinary system procedure 53400,Surgery,Urinary System,CPT
53425,Urinary system procedure 53425,Surgery,Urinary System,CPT
53450,Urinary system procedure 53450,Surgery,Urinary System,CPT
53475,Urinary system procedure 53475,Surgery,Urinary System,CPT
53500,Urinary system procedure 53500,Surgery,Urinary System,CPT
5351F,Performance measure 5351F,Category II - Performance Measures,Quality Measurement,CPT
53525,Urinary system procedure 53525,Surgery,Urinary System,CPT
53550,Urinary system procedure 53550,Surgery,Urinary System,CPT
53575,Urinary system procedure 53575,Surgery,Urinary System,CPT
53600,Urinary system procedure 53600,Surgery,Urinary System,CPT
53625,Urinary system procedure 53625,Surgery,Urinary System,CPT
53650,Urinary system procedure 53650,Surgery,Urinary System,CPT
53675,Urinary system procedure 53675,Surgery,Urinary System,CPT
53700,Urinary system procedure 53700,Surgery,Urinary System,CPT
53725,Urinary system procedure 53725,Surgery,Urinary System,CPT
53750,Urinary system procedure 53750,Surgery,Urinary System,CPT
53775,Urinary system procedure 53775,Surgery,Urinary System,CPT
53800,Urinary system procedure 53800,Surgery,Urinary System,CPT
53825,Urinary system procedure 53825,Surgery,Urinary System,CPT
53850,Urinary system procedure 53850,Surgery,Urinary System,CPT
53875,Urinary system procedure 53875,Surgery,Urinary System,CPT
5401F,Performance measure 5401F,Category II - Performance Measures,Quality Measurement,CPT
5451F,Performance measure 5451F,Category II - Performance Measures,Quality Measurement,CPT
5501F,Performance measure 5501F,Category II - Performance Measures,Quality Measurement,CPT
5551F,Performance measure 5551F,Category II - Performance Measures,Quality Measurement,CPT
5601F,Performance measure 5601F,Category II - Performance Measures,Quality Measurement,CPT
5651F,Performance measure 5651F,Category II - Performance Measures,Quality Measurement,CPT
5701F,Performance measure 5701F,Category II - Performance Measures,Quality Measurement,CPT
5751F,Performance measure 5751F,Category II - Performance Measures,Quality Measurement,CPT
5801F,Performance measure 5801F,Category II - Performance Measures,Quality Measurement,CPT
5851F,Performance measure 5851F,Category II - Performance Measures,Quality Measurement,CPT
5901F,Performance measure 5901F,Category II - Performance Measures,Quality Measurement,CPT
5951F,Performance measure 5951F,Category II - Performance Measures,Quality Measurement,CPT
6001F,Performance measure 6001F,Category II - Performance Measures,Quality Measurement,CPT
6051F,Performance measure 6051F,Category II - Performance Measures,Quality Measurement,CPT
61000,Nervous system procedure 61000,Surgery,Nervous System,CPT
6101F,Performance measure 6101F,Category II - Performance Measures,Quality Measurement,CPT
61025,Nervous system procedure 61025,Surgery,Nervous System,CPT
61050,Nervous system procedure 61050,Surgery,Nervous System,CPT
61075,Nervous system procedure 61075,Surgery,Nervous System,CPT
61100,Nervous system procedure 61100,Surgery,Nervous System,CPT
61125,Nervous system procedure 61125,Surgery,Nervous System,CPT
61150,Nervous system procedure 61150,Surgery,Nervous System,CPT
61175,Nervous system procedure 61175,Surgery,Nervous System,CPT
61200,Nervous system procedure 61200,Surgery,Nervous System,CPT
61225,Nervous system procedure 61225,Surgery,Nervous System,CPT
61250,Nervous system procedure 61250,Surgery,Nervous System,CPT
61275,Nervous system procedure 61275,Surgery,Nervous System,CPT
61300,Nervous system procedure 61300,Surgery,Nervous System,CPT
61325,Nervous system procedure 61325,Surgery,Nervous System,CPT
61350,Nervous system procedure 61350,Surgery,Nervous System,CPT
61375,Nervous system procedure 61375,Surgery,Nervous System,CPT
61400,Nervous system procedure 61400,Surgery,Nervous System,CPT
61425,Nervous system procedure 61425,Surgery,Nervous System,CPT
61450,Nervous system procedure 61450,Surgery,Nervous System,CPT
61475,Nervous system procedure 61475,Surgery,Nervous System,CPT
61500,Nervous system procedure 61500,Surgery,Nervous System,CPT
6151F,Performance measure 6151F,Category II - Performance Measures,Quality Measurement,CPT
61525,Nervous system procedure 61525,Surgery,Nervous System,CPT
61550,Nervous system procedure 61550,Surgery,Nervous System,CPT
61575,Nervous system procedure 61575,Surgery,Nervous System,CPT
61600,Nervous system procedure 61600,Surgery,Nervous System,CPT
61625,Nervous system procedure 61625,Surgery,Nervous System,CPT
61650,Nervous system procedure 61650,Surgery,Nervous System,CPT
61675,Nervous system procedure 61675,Surgery,Nervous System,CPT
61700,Nervous system procedure 61700,Surgery,Nervous System,CPT
61725,Nervous system procedure 61725,Surgery,Nervous System,CPT
61750,Nervous system procedure 61750,Surgery,Nervous System,CPT
61775,Nervous system procedure 61775,Surgery,Nervous System,CPT
61800,Nervous system procedure 61800,Surgery,Nervous System,CPT
61825,Nervous system procedure 61825,Surgery,Nervous System,CPT
61850,Nervous system procedure 61850,Surgery,Nervous System,CPT
61875,Nervous system procedure 61875,Surgery,Nervous System,CPT
61900,Nervous system procedure 61900,Surgery,Nervous System,CPT
61925,Nervous system procedure 61925,Surgery,Nervous System,CPT
61950,Nervous system procedure 61950,Surgery,Nervous System,CPT
61975,Nervous system procedure 61975,Surgery,Nervous System,CPT
62000,Nervous system procedure 62000,Surgery,Nervous System,CPT
6201F,Performance measure 6201F,Category II - Performance Measures,Quality Measurement,CPT
62025,Nervous system procedure 62025,Surgery,Nervous System,CPT
62050,Nervous system procedure 62050,Surgery,Nervous System,CPT
62075,Nervous system procedure 62075,Surgery,Nervous System,CPT
62100,Nervous system procedure 62100,Surgery,Nervous System,CPT
62125,Nervous system procedure 62125,Surgery,Nervous System,CPT
62150,Nervous system procedure 62150,Surgery,Nervous System,CPT
62175,Nervous system procedure 62175,Surgery,Nervous System,CPT
62200,Nervous system procedure 62200,Surgery,Nervous System,CPT
62225,Nervous system procedure 62225,Surgery,Nervous System,CPT
62250,Nervous system procedure 62250,Surgery,Nervous System,CPT
62275,Nervous system procedure 62275,Surgery,Nervous System,CPT
62300,Nervous system procedure 62300,Surgery,Nervous System,CPT
62325,Nervous system procedure 62325,Surgery,Nervous System,CPT
62350,Nervous system procedure 62350,Surgery,Nervous System,CPT
62375,Nervous system procedure 62375,Surgery,Nervous System,CPT
62400,Nervous system procedure 62400,Surgery,Nervous System,CPT
62425,Nervous system procedure 62425,Surgery,Nervous System,CPT
62450,Nervous system procedure 62450,Surgery,Nervous System,CPT
62475,Nervous system procedure 62475,Surgery,Nervous System,CPT
62500,Nervous system procedure 62500,Surgery,Nervous System,CPT
6251F,Performance measure 6251F,Category II - Performance Measures,Quality Measurement,CPT
62525,Nervous system procedure 62525,Surgery,Nervous System,CPT
62550,Nervous system procedure 62550,Surgery,Nervous System,CPT
62575,Nervous system procedure 62575,Surgery,Nervous System,CPT
62600,Nervous system procedure 62600,Surgery,Nervous System,CPT
62625,Nervous system procedure 62625,Surgery,Nervous System,CPT
62650,Nervous system procedure 62650,Surgery,Nervous System,CPT
62675,Nervous system procedure 62675,Surgery,Nervous System,CPT
62700,Nervous system procedure 62700,Surgery,Nervous System,CPT
62725,Nervous system procedure 62725,Surgery,Nervous System,CPT
62750,Nervous system procedure 62750,Surgery,Nervous System,CPT
62775,Nervous system procedure 62775,Surgery,Nervous System,CPT
62800,Nervous system procedure 62800,Surgery,Nervous System,CPT
62825,Nervous system procedure 62825,Surgery,Nervous System,CPT
62850,Nervous system procedure 62850,Surgery,Nervous System,CPT
62875,Nervous system procedure 62875,Surgery,Nervous System,CPT
62900,Nervous system procedure 62900,Surgery,Nervous System,CPT
62925,Nervous system procedure 62925,Surgery,Nervous System,CPT
62950,Nervous system procedure 62950,Surgery,Nervous System,CPT
62975,Nervous system procedure 62975,Surgery,Nervous System,CPT
63000,Nervous system procedure 63000,Surgery,Nervous System,CPT
6301F,Performance measure 6301F,Category II - Performance Measures,Quality Measurement,CPT
63025,Nervous system procedure 63025,Surgery,Nervous System,CPT
63050,Nervous system procedure 63050,Surgery,Nervous System,CPT
63075,Nervous system procedure 63075,Surgery,Nervous System,CPT
63100,Nervous system procedure 63100,Surgery,Nervous System,CPT
63125,Nervous system procedure 63125,Surgery,Nervous System,CPT
63150,Nervous system procedure 63150,Surgery,Nervous System,CPT
63175,Nervous system procedure 63175,Surgery,Nervous System,CPT
63200,Nervous system procedure 63200,Surgery,Nervous System,CPT
63225,Nervous system procedure 63225,Surgery,Nervous System,CPT
63250,Nervous system procedure 63250,Surgery,Nervous System,CPT
63275,Nervous system procedure 63275,Surgery,Nervous System,CPT
63300,Nervous system procedure 63300,Surgery,Nervous System,CPT
63325,Nervous system procedure 63325,Surgery,Nervous System,CPT
63350,Nervous system procedure 63350,Surgery,Nervous System,CPT
63375,Nervous system procedure 63375,Surgery,Nervous System,CPT
63400,Nervous system procedure 63400,Surgery,Nervous System,CPT
63425,Nervous system procedure 63425,Surgery,Nervous System,CPT
63450,Nervous system procedure 63450,Surgery,Nervous System,CPT
63475,Nervous system procedure 63475,Surgery,Nervous System,CPT
63500,Nervous system procedure 63500,Surgery,Nervous System,CPT
6351F,Performance measure 6351F,Category II - Performance Measures,Quality Measurement,CPT
63525,Nervous system procedure 63525,Surgery,Nervous System,CPT
63550,Nervous system procedure 63550,Surgery,Nervous System,CPT
63575,Nervous system procedure 63575,Surgery,Nervous System,CPT
63600,Nervous system procedure 63600,Surgery,Nervous System,CPT
63625,Nervous system procedure 63625,Surgery,Nervous System,CPT
63650,Nervous system procedure 63650,Surgery,Nervous System,CPT
63675,Nervous system procedure 63675,Surgery,Nervous System,CPT
63700,Nervous system procedure 63700,Surgery,Nervous System,CPT
63725,Nervous system procedure 63725,Surgery,Nervous System,CPT
63750,Nervous system procedure 63750,Surgery,Nervous System,CPT
63775,Nervous system procedure 63775,Surgery,Nervous System,CPT
63800,Nervous system procedure 63800,Surgery,Nervous System,CPT
63825,Nervous system procedure 63825,Surgery,Nervous System,CPT
63850,Nervous system procedure 63850,Surgery,Nervous System,CPT
63875,Nervous system procedure 63875,Surgery,Nervous System,CPT
63900,Nervous system procedure 63900,Surgery,Nervous System,CPT
63925,Nervous system procedure 63925,Surgery,Nervous System,CPT
63950,Nervous system procedure 63950,Surgery,Nervous System,CPT
63975,Nervous system procedure 63975,Surgery,Nervous System,CPT
64000,Nervous system procedure 64000,Surgery,Nervous System,CPT
6401F,Performance measure 6401F,Category II - Performance Measures,Quality Measurement,CPT
64025,Nervous system procedure 64025,Surgery,Nervous System,CPT
64050,Nervous system procedure 64050,Surgery,Nervous System,CPT
64075,Nervous system procedure 64075,Surgery,Nervous System,CPT
64100,Nervous system procedure 64100,Surgery,Nervous System,CPT
64125,Nervous system procedure 64125,Surgery,Nervous System,CPT
64150,Nervous system procedure 64150,Surgery,Nervous System,CPT
64175,Nervous system procedure 64175,Surgery,Nervous System,CPT
64200,Nervous system procedure 64200,Surgery,Nervous System,CPT
64225,Nervous system procedure 64225,Surgery,Nervous System,CPT
64250,Nervous system procedure 64250,Surgery,Nervous System,CPT
64275,Nervous system procedure 64275,Surgery,Nervous System,CPT
64300,Nervous system procedure 64300,Surgery,Nervous System,CPT
64325,Nervous system procedure 64325,Surgery,Nervous System,CPT
64350,Nervous system procedure 64350,Surgery,Nervous System,CPT
64375,Nervous system procedure 64375,Surgery,Nervous System,CPT
64400,Nervous system procedure 64400,Surgery,Nervous System,CPT
64425,Nervous system procedure 64425,Surgery,Nervous System,CPT
64450,Nervous system procedure 64450,Surgery,Nervous System,CPT
64475,Nervous system procedure 64475,Surgery,Nervous System,CPT
64500,Nervous system procedure 64500,Surgery,Nervous System,CPT
6451F,Performance measure 6451F,Category II - Performance Measures,Quality Measurement,CPT
64525,Nervous system procedure 64525,Surgery,Nervous System,CPT
64550,Nervous system procedure 64550,Surgery,Nervous System,CPT
64575,Nervous system procedure 64575,Surgery,Nervous System,CPT
64600,Nervous system procedure 64600,Surgery,Nervous System,CPT
64625,Nervous system procedure 64625,Surgery,Nervous System,CPT
64650,Nervous system procedure 64650,Surgery,Nervous System,CPT
64675,Nervous system procedure 64675,Surgery,Nervous System,CPT
64700,Nervous system procedure 64700,Surgery,Nervous System,CPT
64725,Nervous system procedure 64725,Surgery,Nervous System,CPT
64750,Nervous system procedure 64750,Surgery,Nervous System,CPT
64775,Nervous system procedure 64775,Surgery,Nervous System,CPT
64800,Nervous system procedure 64800,Surgery,Nervous System,CPT
64825,Nervous system procedure 64825,Surgery,Nervous System,CPT
64850,Nervous system procedure 64850,Surgery,Nervous System,CPT
64875,Nervous system procedure 64875,Surgery,Nervous System,CPT
64900,Nervous system procedure 64900,Surgery,Nervous System,CPT
64925,Nervous system procedure 64925,Surgery,Nervous System,CPT
64950,Nervous system procedure 64950,Surgery,Nervous System,CPT
64975,Nervous system procedure 64975,Surgery,Nervous System,CPT
6501F,Performance measure 6501F,Category II - Performance Measures,Quality Measurement,CPT
65091,Eye and ocular procedure 65091,Surgery,Eye and Ocular Adnexa,CPT
65116,Eye and ocular procedure 65116,Surgery,Eye and Ocular Adnexa,CPT
65141,Eye and ocular procedure 65141,Surgery,Eye and Ocular Adnexa,CPT
65166,Eye and ocular procedure 65166,Surgery,Eye and Ocular Adnexa,CPT
65191,Eye and ocular procedure 65191,Surgery,Eye and Ocular Adnexa,CPT
65216,Eye and ocular procedure 65216,Surgery,Eye and Ocular Adnexa,CPT
65241,Eye and ocular procedure 65241,Surgery,Eye and Ocular Adnexa,CPT
65266,Eye and ocular procedure 65266,Surgery,Eye and Ocular Adnexa,CPT
65291,Eye and ocular procedure 65291,Surgery,Eye and Ocular Adnexa,CPT
65316,Eye and ocular procedure 65316,Surgery,Eye and Ocular Adnexa,CPT
65341,Eye and ocular procedure 65341,Surgery,Eye and Ocular Adnexa,CPT
65366,Eye and ocular procedure 65366,Surgery,Eye and Ocular Adnexa,CPT
65391,Eye and ocular procedure 65391,Surgery,Eye and Ocular Adnexa,CPT
65416,Eye and ocular procedure 65416,Surgery,Eye and Ocular Adnexa,CPT
65441,Eye and ocular procedure 65441,Surgery,Eye and Ocular Adnexa,CPT
65466,Eye and ocular procedure 65466,Surgery,Eye and Ocular Adnexa,CPT
65491,Eye and ocular procedure 65491,Surgery,Eye and Ocular Adnexa,CPT
65516,Eye and ocular procedure 65516,Surgery,Eye and Ocular Adnexa,CPT
6551F,Performance measure 6551F,Category II - Performance Measures,Quality Measurement,CPT
65541,Eye and ocular procedure 65541,Surgery,Eye and Ocular Adnexa,CPT
65566,Eye and ocular procedure 65566,Surgery,Eye and Ocular Adnexa,CPT
65591,Eye and ocular procedure 65591,Surgery,Eye and Ocular Adnexa,CPT
65616,Eye and ocular procedure 65616,Surgery,Eye and Ocular Adnexa,CPT
65641,Eye and ocular procedure 65641,Surgery,Eye and Ocular Adnexa,CPT
65666,Eye and ocular procedure 65666,Surgery,Eye and Ocular Adnexa,CPT
65691,Eye and ocular procedure 65691,Surgery,Eye and Ocular Adnexa,CPT
65716,Eye and ocular procedure 65716,Surgery,Eye and Ocular Adnexa,CPT
65741,Eye and ocular procedure 65741,Surgery,Eye and Ocular Adnexa,CPT
65766,Eye and ocular procedure 65766,Surgery,Eye and Ocular Adnexa,CPT
65791,Eye and ocular procedure 65791,Surgery,Eye and Ocular Adnexa,CPT
65816,Eye and ocular procedure 65816,Surgery,Eye and Ocular Adnexa,CPT
65841,Eye and ocular procedure 65841,Surgery,Eye and Ocular Adnexa,CPT
65866,Eye and ocular procedure 65866,Surgery,Eye and Ocular Adnexa,CPT
65891,Eye and ocular procedure 65891,Surgery,Eye and Ocular Adnexa,CPT
65916,Eye and ocular procedure 65916,Surgery,Eye and Ocular Adnexa,CPT
65941,Eye and ocular procedure 65941,Surgery,Eye and Ocular Adnexa,CPT
65966,Eye and ocular procedure 65966,Surgery,Eye and Ocular Adnexa,CPT
65991,Eye and ocular procedure 65991,Surgery,Eye and Ocular Adnexa,CPT
