code,description,category,code_system
J0268,"Injection, drug substance 268",Drugs Administered Other Than Oral Method,HCPCS Level II
J0271,"Injection, drug substance 271",Drugs Administered Other Than Oral Method,HCPCS Level II
J0274,"Injection, drug substance 274",Drugs Administered Other Than Oral Method,HCPCS Level II
J0277,"Injection, drug substance 277",Drugs Administered Other Than Oral Method,HCPCS Level II
J0280,"Injection, drug substance 280",Drugs Administered Other Than Oral Method,HCPCS Level II
J0283,"Injection, drug substance 283",Drugs Administered Other Than Oral Method,HCPCS Level II
J0286,"Injection, drug substance 286",Drugs Administered Other Than Oral Method,HCPCS Level II
J0289,"Injection, drug substance 289",Drugs Administered Other Than Oral Method,HCPCS Level II
J0292,"Injection, drug substance 292",Drugs Administered Other Than Oral Method,HCPCS Level II
J0295,"Injection, drug substance 295",Drugs Administered Other Than Oral Method,HCPCS Level II
J0298,"Injection, drug substance 298",Drugs Administered Other Than Oral Method,HCPCS Level II
J0301,"Injection, drug substance 301",Drugs Administered Other Than Oral Method,HCPCS Level II
J0304,"Injection, drug substance 304",Drugs Administered Other Than Oral Method,HCPCS Level II
J0307,"Injection, drug substance 307",Drugs Administered Other Than Oral Method,HCPCS Level II
J0310,"Injection, drug substance 310",Drugs Administered Other Than Oral Method,HCPCS Level II
J0313,"Injection, drug substance 313",Drugs Administered Other Than Oral Method,HCPCS Level II
J0316,"Injection, drug substance 316",Drugs Administered Other Than Oral Method,HCPCS Level II
J0319,"Injection, drug substance 319",Drugs Administered Other Than Oral Method,HCPCS Level II
J0322,"Injection, drug substance 322",Drugs Administered Other Than Oral Method,HCPCS Level II
J0325,"Injection, drug substance 325",Drugs Administered Other Than Oral Method,HCPCS Level II
J0328,"Injection, drug substance 328",Drugs Administered Other Than Oral Method,HCPCS Level II
J0331,"Injection, drug substance 331",Drugs Administered Other Than Oral Method,HCPCS Level II
J0334,"Injection, drug substance 334",Drugs Administered Other Than Oral Method,HCPCS Level II
J0337,"Injection, drug substance 337",Drugs Administered Other Than Oral Method,HCPCS Level II
J0340,"Injection, drug substance 340",Drugs Administered Other Than Oral Method,HCPCS Level II
J0343,"Injection, drug substance 343",Drugs Administered Other Than Oral Method,HCPCS Level II
J0346,"Injection, drug substance 346",Drugs Administered Other Than Oral Method,HCPCS Level II
J0349,"Injection, drug substance 349",Drugs Administered Other Than Oral Method,HCPCS Level II
J0352,"Injection, drug substance 352",Drugs Administered Other Than Oral Method,HCPCS Level II
J0355,"Injection, drug substance 355",Drugs Administered Other Than Oral Method,HCPCS Level II
J0358,"Injection, drug substance 358",Drugs Administered Other Than Oral Method,HCPCS Level II
J0361,"Injection, drug substance 361",Drugs Administered Other Than Oral Method,HCPCS Level II
J0364,"Injection, drug substance 364",Drugs Administered Other Than Oral Method,HCPCS Level II
J0367,"Injection, drug substance 367",Drugs Administered Other Than Oral Method,HCPCS Level II
J0370,"Injection, drug substance 370",Drugs Administered Other Than Oral Method,HCPCS Level II
J0373,"Injection, drug substance 373",Drugs Administered Other Than Oral Method,HCPCS Level II
J0376,"Injection, drug substance 376",Drugs Administered Other Than Oral Method,HCPCS Level II
J0379,"Injection, drug substance 379",Drugs Administered Other Than Oral Method,HCPCS Level II
J0382,"Injection, drug substance 382",Drugs Administered Other Than Oral Method,HCPCS Level II
J0385,"Injection, drug substance 385",Drugs Administered Other Than Oral Method,HCPCS Level II
J0388,"Injection, drug substance 388",Drugs Administered Other Than Oral Method,HCPCS Level II
J0391,"Injection, drug substance 391",Drugs Administered Other Than Oral Method,HCPCS Level II
J0394,"Injection, drug substance 394",Drugs Administered Other Than Oral Method,HCPCS Level II
J0397,"Injection, drug substance 397",Drugs Administered Other Than Oral Method,HCPCS Level II
J0400,"Injection, drug substance 400",Drugs Administered Other Than Oral Method,HCPCS Level II
J0403,"Injection, drug substance 403",Drugs Administered Other Than Oral Method,HCPCS Level II
J0406,"Injection, drug substance 406",Drugs Administered Other Than Oral Method,HCPCS Level II
J0409,"Injection, drug substance 409",Drugs Administered Other Than Oral Method,HCPCS Level II
J0412,"Injection, drug substance 412",Drugs Administered Other Than Oral Method,HCPCS Level II
J0415,"Injection, drug substance 415",Drugs Administered Other Than Oral Method,HCPCS Level II
J0418,"Injection, drug substance 418",Drugs Administered Other Than Oral Method,HCPCS Level II
J0421,"Injection, drug substance 421",Drugs Administered Other Than Oral Method,HCPCS Level II
J0424,"Injection, drug substance 424",Drugs Administered Other Than Oral Method,HCPCS Level II
J0427,"Injection, drug substance 427",Drugs Administered Other Than Oral Method,HCPCS Level II
J0430,"Injection, drug substance 430",Drugs Administered Other Than Oral Method,HCPCS Level II
J0433,"Injection, drug substance 433",Drugs Administered Other Than Oral Method,HCPCS Level II
J0436,"Injection, drug substance 436",Drugs Administered Other Than Oral Method,HCPCS Level II
J0439,"Injection, drug substance 439",Drugs Administered Other Than Oral Method,HCPCS Level II
J0442,"Injection, drug substance 442",Drugs Administered Other Than Oral Method,HCPCS Level II
J0445,"Injection, drug substance 445",Drugs Administered Other Than Oral Method,HCPCS Level II
J0448,"Injection, drug substance 448",Drugs Administered Other Than Oral Method,HCPCS Level II
J0451,"Injection, drug substance 451",Drugs Administered Other Than Oral Method,HCPCS Level II
J0454,"Injection, drug substance 454",Drugs Administered Other Than Oral Method,HCPCS Level II
J0457,"Injection, drug substance 457",Drugs Administered Other Than Oral Method,HCPCS Level II
J0460,"Injection, drug substance 460",Drugs Administered Other Than Oral Method,HCPCS Level II
J0463,"Injection, drug substance 463",Drugs Administered Other Than Oral Method,HCPCS Level II
J0466,"Injection, drug substance 466",Drugs Administered Other Than Oral Method,HCPCS Level II
J0469,"Injection, drug substance 469",Drugs Administered Other Than Oral Method,HCPCS Level II
J0472,"Injection, drug substance 472",Drugs Administered Other Than Oral Method,HCPCS Level II
J0475,"Injection, drug substance 475",Drugs Administered Other Than Oral Method,HCPCS Level II
J0478,"Injection, drug substance 478",Drugs Administered Other Than Oral Method,HCPCS Level II
J0481,"Injection, drug substance 481",Drugs Administered Other Than Oral Method,HCPCS Level II
J0484,"Injection, drug substance 484",Drugs Administered Other Than Oral Method,HCPCS Level II
J0487,"Injection, drug substance 487",Drugs Administered Other Than Oral Method,HCPCS Level II
J0490,"Injection, drug substance 490",Drugs Administered Other Than Oral Method,HCPCS Level II
J0493,"Injection, drug substance 493",Drugs Administered Other Than Oral Method,HCPCS Level II
J0496,"Injection, drug substance 496",Drugs Administered Other Than Oral Method,HCPCS Level II
J0499,"Injection, drug substance 499",Drugs Administered Other Than Oral Method,HCPCS Level II
J0502,"Injection, drug substance 502",Drugs Administered Other Than Oral Method,HCPCS Level II
J0505,"Injection, drug substance 505",Drugs Administered Other Than Oral Method,HCPCS Level II
J0508,"Injection, drug substance 508",Drugs Administered Other Than Oral Method,HCPCS Level II
J0511,"Injection, drug substance 511",Drugs Administered Other Than Oral Method,HCPCS Level II
J0514,"Injection, drug substance 514",Drugs Administered Other Than Oral Method,HCPCS Level II
J0517,"Injection, drug substance 517",Drugs Administered Other Than Oral Method,HCPCS Level II
J0520,"Injection, drug substance 520",Drugs Administered Other Than Oral Method,HCPCS Level II
J0523,"Injection, drug substance 523",Drugs Administered Other Than Oral Method,HCPCS Level II
J0526,"Injection, drug substance 526",Drugs Administered Other Than Oral Method,HCPCS Level II
J0529,"Injection, drug substance 529",Drugs Administered Other Than Oral Method,HCPCS Level II
J0532,"Injection, drug substance 532",Drugs Administered Other Than Oral Method,HCPCS Level II
J0535,"Injection, drug substance 535",Drugs Administered Other Than Oral Method,HCPCS Level II
J0538,"Injection, drug substance 538",Drugs Administered Other Than Oral Method,HCPCS Level II
J0541,"Injection, drug substance 541",Drugs Administered Other Than Oral Method,HCPCS Level II
J0544,"Injection, drug substance 544",Drugs Administered Other Than Oral Method,HCPCS Level II
J0547,"Injection, drug substance 547",Drugs Administered Other Than Oral Method,HCPCS Level II
J0550,"Injection, drug substance 550",Drugs Administered Other Than Oral Method,HCPCS Level II
J0553,"Injection, drug substance 553",Drugs Administered Other Than Oral Method,HCPCS Level II
J0556,"Injection, drug substance 556",Drugs Administered Other Than Oral Method,HCPCS Level II
J0559,"Injection, drug substance 559",Drugs Administered Other Than Oral Method,HCPCS Level II
J0562,"Injection, drug substance 562",Drugs Administered Other Than Oral Method,HCPCS Level II
J0565,"Injection, drug substance 565",Drugs Administered Other Than Oral Method,HCPCS Level II
J0568,"Injection, drug substance 568",Drugs Administered Other Than Oral Method,HCPCS Level II
J0571,"Injection, drug substance 571",Drugs Administered Other Than Oral Method,HCPCS Level II
J0574,"Injection, drug substance 574",Drugs Administered Other Than Oral Method,HCPCS Level II
J0577,"Injection, drug substance 577",Drugs Administered Other Than Oral Method,HCPCS Level II
J0580,"Injection, drug substance 580",Drugs Administered Other Than Oral Method,HCPCS Level II
J0583,"Injection, drug substance 583",Drugs Administered Other Than Oral Method,HCPCS Level II
J0586,"Injection, drug substance 586",Drugs Administered Other Than Oral Method,HCPCS Level II
J0589,"Injection, drug substance 589",Drugs Administered Other Than Oral Method,HCPCS Level II
J0592,"Injection, drug substance 592",Drugs Administered Other Than Oral Method,HCPCS Level II
J0595,"Injection, drug substance 595",Drugs Administered Other Than Oral Method,HCPCS Level II
J0598,"Injection, drug substance 598",Drugs Administered Other Than Oral Method,HCPCS Level II
J0601,"Injection, drug substance 601",Drugs Administered Other Than Oral Method,HCPCS Level II
J0604,"Injection, drug substance 604",Drugs Administered Other Than Oral Method,HCPCS Level II
J0607,"Injection, drug substance 607",Drugs Administered Other Than Oral Method,HCPCS Level II
J0610,"Injection, drug substance 610",Drugs Administered Other Than Oral Method,HCPCS Level II
J0613,"Injection, drug substance 613",Drugs Administered Other Than Oral Method,HCPCS Level II
J0616,"Injection, drug substance 616",Drugs Administered Other Than Oral Method,HCPCS Level II
J0619,"Injection, drug substance 619",Drugs Administered Other Than Oral Method,HCPCS Level II
J0622,"Injection, drug substance 622",Drugs Administered Other Than Oral Method,HCPCS Level II
J0625,"Injection, drug substance 625",Drugs Administered Other Than Oral Method,HCPCS Level II
J0628,"Injection, drug substance 628",Drugs Administered Other Than Oral Method,HCPCS Level II
J0631,"Injection, drug substance 631",Drugs Administered Other Than Oral Method,HCPCS Level II
J0634,"Injection, drug substance 634",Drugs Administered Other Than Oral Method,HCPCS Level II
J0637,"Injection, drug substance 637",Drugs Administered Other Than Oral Method,HCPCS Level II
J0640,"Injection, drug substance 640",Drugs Administered Other Than Oral Method,HCPCS Level II
J0643,"Injection, drug substance 643",Drugs Administered Other Than Oral Method,HCPCS Level II
J0646,"Injection, drug substance 646",Drugs Administered Other Than Oral Method,HCPCS Level II
J0649,"Injection, drug substance 649",Drugs Administered Other Than Oral Method,HCPCS Level II
J0652,"Injection, drug substance 652",Drugs Administered Other Than Oral Method,HCPCS Level II
J0655,"Injection, drug substance 655",Drugs Administered Other Than Oral Method,HCPCS Level II
J0658,"Injection, drug substance 658",Drugs Administered Other Than Oral Method,HCPCS Level II
J0661,"Injection, drug substance 661",Drugs Administered Other Than Oral Method,HCPCS Level II
J0664,"Injection, drug substance 664",Drugs Administered Other Than Oral Method,HCPCS Level II
J0667,"Injection, drug substance 667",Drugs Administered Other Than Oral Method,HCPCS Level II
J0670,"Injection, drug substance 670",Drugs Administered Other Than Oral Method,HCPCS Level II
J0673,"Injection, drug substance 673",Drugs Administered Other Than Oral Method,HCPCS Level II
J0676,"Injection, drug substance 676",Drugs Administered Other Than Oral Method,HCPCS Level II
J0679,"Injection, drug substance 679",Drugs Administered Other Than Oral Method,HCPCS Level II
J0682,"Injection, drug substance 682",Drugs Administered Other Than Oral Method,HCPCS Level II
J0685,"Injection, drug substance 685",Drugs Administered Other Than Oral Method,HCPCS Level II
J0688,"Injection, drug substance 688",Drugs Administered Other Than Oral Method,HCPCS Level II
J0691,"Injection, drug substance 691",Drugs Administered Other Than Oral Method,HCPCS Level II
J0694,"Injection, drug substance 694",Drugs Administered Other Than Oral Method,HCPCS Level II
J0697,"Injection, drug substance 697",Drugs Administered Other Than Oral Method,HCPCS Level II
J0700,"Injection, drug substance 700",Drugs Administered Other Than Oral Method,HCPCS Level II
J0703,"Injection, drug substance 703",Drugs Administered Other Than Oral Method,HCPCS Level II
J0706,"Injection, drug substance 706",Drugs Administered Other Than Oral Method,HCPCS Level II
J0709,"Injection, drug substance 709",Drugs Administered Other Than Oral Method,HCPCS Level II
J0712,"Injection, drug substance 712",Drugs Administered Other Than Oral Method,HCPCS Level II
J0715,"Injection, drug substance 715",Drugs Administered Other Than Oral Method,HCPCS Level II
J0718,"Injection, drug substance 718",Drugs Administered Other Than Oral Method,HCPCS Level II
J0721,"Injection, drug substance 721",Drugs Administered Other Than Oral Method,HCPCS Level II
J0724,"Injection, drug substance 724",Drugs Administered Other Than Oral Method,HCPCS Level II
J0727,"Injection, drug substance 727",Drugs Administered Other Than Oral Method,HCPCS Level II
J0730,"Injection, drug substance 730",Drugs Administered Other Than Oral Method,HCPCS Level II
J0733,"Injection, drug substance 733",Drugs Administered Other Than Oral Method,HCPCS Level II
J0736,"Injection, drug substance 736",Drugs Administered Other Than Oral Method,HCPCS Level II
J0739,"Injection, drug substance 739",Drugs Administered Other Than Oral Method,HCPCS Level II
J0742,"Injection, drug substance 742",Drugs Administered Other Than Oral Method,HCPCS Level II
J0745,"Injection, drug substance 745",Drugs Administered Other Than Oral Method,HCPCS Level II
J0748,"Injection, drug substance 748",Drugs Administered Other Than Oral Method,HCPCS Level II
J0751,"Injection, drug substance 751",Drugs Administered Other Than Oral Method,HCPCS Level II
J0754,"Injection, drug substance 754",Drugs Administered Other Than Oral Method,HCPCS Level II
J0757,"Injection, drug substance 757",Drugs Administered Other Than Oral Method,HCPCS Level II
J0760,"Injection, drug substance 760",Drugs Administered Other Than Oral Method,HCPCS Level II
J0763,"Injection, drug substance 763",Drugs Administered Other Than Oral Method,HCPCS Level II
J0766,"Injection, drug substance 766",Drugs Administered Other Than Oral Method,HCPCS Level II
J0769,"Injection, drug substance 769",Drugs Administered Other Than Oral Method,HCPCS Level II
J0772,"Injection, drug substance 772",Drugs Administered Other Than Oral Method,HCPCS Level II
J0775,"Injection, drug substance 775",Drugs Administered Other Than Oral Method,HCPCS Level II
J0778,"Injection, drug substance 778",Drugs Administered Other Than Oral Method,HCPCS Level II
J0781,"Injection, drug substance 781",Drugs Administered Other Than Oral Method,HCPCS Level II
J0784,"Injection, drug substance 784",Drugs Administered Other Than Oral Method,HCPCS Level II
J0787,"Injection, drug substance 787",Drugs Administered Other Than Oral Method,HCPCS Level II
J0790,"Injection, drug substance 790",Drugs Administered Other Than Oral Method,HCPCS Level II
J0793,"Injection, drug substance 793",Drugs Administered Other Than Oral Method,HCPCS Level II
J0796,"Injection, drug substance 796",Drugs Administered Other Than Oral Method,HCPCS Level II
J0799,"Injection, drug substance 799",Drugs Administered Other Than Oral Method,HCPCS Level II
J0802,"Injection, drug substance 802",Drugs Administered Other Than Oral Method,HCPCS Level II
J0805,"Injection, drug substance 805",Drugs Administered Other Than Oral Method,HCPCS Level II
J0808,"Injection, drug substance 808",Drugs Administered Other Than Oral Method,HCPCS Level II
J0811,"Injection, drug substance 811",Drugs Administered Other Than Oral Method,HCPCS Level II
J0814,"Injection, drug substance 814",Drugs Administered Other Than Oral Method,HCPCS Level II
J0817,"Injection, drug substance 817",Drugs Administered Other Than Oral Method,HCPCS Level II
J0820,"Injection, drug substance 820",Drugs Administered Other Than Oral Method,HCPCS Level II
J0823,"Injection, drug substance 823",Drugs Administered Other Than Oral Method,HCPCS Level II
J0826,"Injection, drug substance 826",Drugs Administered Other Than Oral Method,HCPCS Level II
J0829,"Injection, drug substance 829",Drugs Administered Other Than Oral Method,HCPCS Level II
J0832,"Injection, drug substance 832",Drugs Administered Other Than Oral Method,HCPCS Level II
J0835,"Injection, drug substance 835",Drugs Administered Other Than Oral Method,HCPCS Level II
J0838,"Injection, drug substance 838",Drugs Administered Other Than Oral Method,HCPCS Level II
J0841,"Injection, drug substance 841",Drugs Administered Other Than Oral Method,HCPCS Level II
J0844,"Injection, drug substance 844",Drugs Administered Other Than Oral Method,HCPCS Level II
J0847,"Injection, drug substance 847",Drugs Administered Other Than Oral Method,HCPCS Level II
J0850,"Injection, drug substance 850",Drugs Administered Other Than Oral Method,HCPCS Level II
J0853,"Injection, drug substance 853",Drugs Administered Other Than Oral Method,HCPCS Level II
J0856,"Injection, drug substance 856",Drugs Administered Other Than Oral Method,HCPCS Level II
J0859,"Injection, drug substance 859",Drugs Administered Other Than Oral Method,HCPCS Level II
J0862,"Injection, drug substance 862",Drugs Administered Other Than Oral Method,HCPCS Level II
J0865,"Injection, drug substance 865",Drugs Administered Other Than Oral Method,HCPCS Level II
J0868,"Injection, drug substance 868",Drugs Administered Other Than Oral Method,HCPCS Level II
J0871,"Injection, drug substance 871",Drugs Administered Other Than Oral Method,HCPCS Level II
J0874,"Injection, drug substance 874",Drugs Administered Other Than Oral Method,HCPCS Level II
J0877,"Injection, drug substance 877",Drugs Administered Other Than Oral Method,HCPCS Level II
J0880,"Injection, drug substance 880",Drugs Administered Other Than Oral Method,HCPCS Level II
J0883,"Injection, drug substance 883",Drugs Administered Other Than Oral Method,HCPCS Level II
J0886,"Injection, drug substance 886",Drugs Administered Other Than Oral Method,HCPCS Level II
J0889,"Injection, drug substance 889",Drugs Administered Other Than Oral Method,HCPCS Level II
J0892,"Injection, drug substance 892",Drugs Administered Other Than Oral Method,HCPCS Level II
J0895,"Injection, drug substance 895",Drugs Administered Other Than Oral Method,HCPCS Level II
J0898,"Injection, drug substance 898",Drugs Administered Other Than Oral Method,HCPCS Level II
J0901,"Injection, drug substance 901",Drugs Administered Other Than Oral Method,HCPCS Level II
J0904,"Injection, drug substance 904",Drugs Administered Other Than Oral Method,HCPCS Level II
J0907,"Injection, drug substance 907",Drugs Administered Other Than Oral Method,HCPCS Level II
J0910,"Injection, drug substance 910",Drugs Administered Other Than Oral Method,HCPCS Level II
J0913,"Injection, drug substance 913",Drugs Administered Other Than Oral Method,HCPCS Level II
J0916,"Injection, drug substance 916",Drugs Administered Other Than Oral Method,HCPCS Level II
J0919,"Injection, drug substance 919",Drugs Administered Other Than Oral Method,HCPCS Level II
J0922,"Injection, drug substance 922",Drugs Administered Other Than Oral Method,HCPCS Level II
J0925,"Injection, drug substance 925",Drugs Administered Other Than Oral Method,HCPCS Level II
J0928,"Injection, drug substance 928",Drugs Administered Other Than Oral Method,HCPCS Level II
J0931,"Injection, drug substance 931",Drugs Administered Other Than Oral Method,HCPCS Level II
J0934,"Injection, drug substance 934",Drugs Administered Other Than Oral Method,HCPCS Level II
J0937,"Injection, drug substance 937",Drugs Administered Other Than Oral Method,HCPCS Level II
J0940,"Injection, drug substance 940",Drugs Administered Other Than Oral Method,HCPCS Level II
J0943,"Injection, drug substance 943",Drugs Administered Other Than Oral Method,HCPCS Level II
J0946,"Injection, drug substance 946",Drugs Administered Other Than Oral Method,HCPCS Level II
J0949,"Injection, drug substance 949",Drugs Administered Other Than Oral Method,HCPCS Level II
J0952,"Injection, drug substance 952",Drugs Administered Other Than Oral Method,HCPCS Level II
J0955,"Injection, drug substance 955",Drugs Administered Other Than Oral Method,HCPCS Level II
J0958,"Injection, drug substance 958",Drugs Administered Other Than Oral Method,HCPCS Level II
J0961,"Injection, drug substance 961",Drugs Administered Other Than Oral Method,HCPCS Level II
J0964,"Injection, drug substance 964",Drugs Administered Other Than Oral Method,HCPCS Level II
J0967,"Injection, drug substance 967",Drugs Administered Other Than Oral Method,HCPCS Level II
J0970,"Injection, drug substance 970",Drugs Administered Other Than Oral Method,HCPCS Level II
J0973,"Injection, drug substance 973",Drugs Administered Other Than Oral Method,HCPCS Level II
J0976,"Injection, drug substance 976",Drugs Administered Other Than Oral Method,HCPCS Level II
J0979,"Injection, drug substance 979",Drugs Administered Other Than Oral Method,HCPCS Level II
J0982,"Injection, drug substance 982",Drugs Administered Other Than Oral Method,HCPCS Level II
J0985,"Injection, drug substance 985",Drugs Administered Other Than Oral Method,HCPCS Level II
J0988,"Injection, drug substance 988",Drugs Administered Other Than Oral Method,HCPCS Level II
J0991,"Injection, drug substance 991",Drugs Administered Other Than Oral Method,HCPCS Level II
J0994,"Injection, drug substance 994",Drugs Administered Other Than Oral Method,HCPCS Level II
J0997,"Injection, drug substance 997",Drugs Administered Other Than Oral Method,HCPCS Level II
J1000,"Injection, drug substance 1000",Drugs Administered Other Than Oral Method,HCPCS Level II
J1003,"Injection, drug substance 1003",Drugs Administered Other Than Oral Method,HCPCS Level II
J1006,"Injection, drug substance 1006",Drugs Administered Other Than Oral Method,HCPCS Level II
J1009,"Injection, drug substance 1009",Drugs Administered Other Than Oral Method,HCPCS Level II
J1012,"Injection, drug substance 1012",Drugs Administered Other Than Oral Method,HCPCS Level II
J1015,"Injection, drug substance 1015",Drugs Administered Other Than Oral Method,HCPCS Level II
J1018,"Injection, drug substance 1018",Drugs Administered Other Than Oral Method,HCPCS Level II
J1021,"Injection, drug substance 1021",Drugs Administered Other Than Oral Method,HCPCS Level II
J1024,"Injection, drug substance 1024",Drugs Administered Other Than Oral Method,HCPCS Level II
J1027,"Injection, drug substance 1027",Drugs Administered Other Than Oral Method,HCPCS Level II
J1030,"Injection, drug substance 1030",Drugs Administered Other Than Oral Method,HCPCS Level II
J1033,"Injection, drug substance 1033",Drugs Administered Other Than Oral Method,HCPCS Level II
J1036,"Injection, drug substance 1036",Drugs Administered Other Than Oral Method,HCPCS Level II
J1039,"Injection, drug substance 1039",Drugs Administered Other Than Oral Method,HCPCS Level II
J1042,"Injection, drug substance 1042",Drugs Administered Other Than Oral Method,HCPCS Level II
J1045,"Injection, drug substance 1045",Drugs Administered Other Than Oral Method,HCPCS Level II
J1048,"Injection, drug substance 1048",Drugs Administered Other Than Oral Method,HCPCS Level II
J1051,"Injection, drug substance 1051",Drugs Administered Other Than Oral Method,HCPCS Level II
J1054,"Injection, drug substance 1054",Drugs Administered Other Than Oral Method,HCPCS Level II
J1057,"Injection, drug substance 1057",Drugs Administered Other Than Oral Method,HCPCS Level II
J1060,"Injection, drug substance 1060",Drugs Administered Other Than Oral Method,HCPCS Level II
J1063,"Injection, drug substance 1063",Drugs Administered Other Than Oral Method,HCPCS Level II
J1066,"Injection, drug substance 1066",Drugs Administered Other Than Oral Method,HCPCS Level II
J1069,"Injection, drug substance 1069",Drugs Administered Other Than Oral Method,HCPCS Level II
J1072,"Injection, drug substance 1072",Drugs Administered Other Than Oral Method,HCPCS Level II
J1075,"Injection, drug substance 1075",Drugs Administered Other Than Oral Method,HCPCS Level II
J1078,"Injection, drug substance 1078",Drugs Administered Other Than Oral Method,HCPCS Level II
J1081,"Injection, drug substance 1081",Drugs Administered Other Than Oral Method,HCPCS Level II
J1084,"Injection, drug substance 1084",Drugs Administered Other Than Oral Method,HCPCS Level II
J1087,"Injection, drug substance 1087",Drugs Administered Other Than Oral Method,HCPCS Level II
J1090,"Injection, drug substance 1090",Drugs Administered Other Than Oral Method,HCPCS Level II
J1093,"Injection, drug substance 1093",Drugs Administered Other Than Oral Method,HCPCS Level II
J1096,"Injection, drug substance 1096",Drugs Administered Other Than Oral Method,HCPCS Level II
J1099,"Injection, drug substance 1099",Drugs Administered Other Than Oral Method,HCPCS Level II
J1102,"Injection, drug substance 1102",Drugs Administered Other Than Oral Method,HCPCS Level II
J1105,"Injection, drug substance 1105",Drugs Administered Other Than Oral Method,HCPCS Level II
J1108,"Injection, drug substance 1108",Drugs Administered Other Than Oral Method,HCPCS Level II
J1111,"Injection, drug substance 1111",Drugs Administered Other Than Oral Method,HCPCS Level II
J1114,"Injection, drug substance 1114",Drugs Administered Other Than Oral Method,HCPCS Level II
J1117,"Injection, drug substance 1117",Drugs Administered Other Than Oral Method,HCPCS Level II
J1120,"Injection, drug substance 1120",Drugs Administered Other Than Oral Method,HCPCS Level II
J1123,"Injection, drug substance 1123",Drugs Administered Other Than Oral Method,HCPCS Level II
J1126,"Injection, drug substance 1126",Drugs Administered Other Than Oral Method,HCPCS Level II
J1129,"Injection, drug substance 1129",Drugs Administered Other Than Oral Method,HCPCS Level II
J1132,"Injection, drug substance 1132",Drugs Administered Other Than Oral Method,HCPCS Level II
J1135,"Injection, drug substance 1135",Drugs Administered Other Than Oral Method,HCPCS Level II
J1138,"Injection, drug substance 1138",Drugs Administered Other Than Oral Method,HCPCS Level II
J1141,"Injection, drug substance 1141",Drugs Administered Other Than Oral Method,HCPCS Level II
J1144,"Injection, drug substance 1144",Drugs Administered Other Than Oral Method,HCPCS Level II
J1147,"Injection, drug substance 1147",Drugs Administered Other Than Oral Method,HCPCS Level II
J1150,"Injection, drug substance 1150",Drugs Administered Other Than Oral Method,HCPCS Level II
J1153,"Injection, drug substance 1153",Drugs Administered Other Than Oral Method,HCPCS Level II
J1156,"Injection, drug substance 1156",Drugs Administered Other Than Oral Method,HCPCS Level II
J1159,"Injection, drug substance 1159",Drugs Administered Other Than Oral Method,HCPCS Level II
J1162,"Injection, drug substance 1162",Drugs Administered Other Than Oral Method,HCPCS Level II
J1165,"Injection, drug substance 1165",Drugs Administered Other Than Oral Method,HCPCS Level II
J1168,"Injection, drug substance 1168",Drugs Administered Other Than Oral Method,HCPCS Level II
J1171,"Injection, drug substance 1171",Drugs Administered Other Than Oral Method,HCPCS Level II
J1174,"Injection, drug substance 1174",Drugs Administered Other Than Oral Method,HCPCS Level II
J1177,"Injection, drug substance 1177",Drugs Administered Other Than Oral Method,HCPCS Level II
J1180,"Injection, drug substance 1180",Drugs Administered Other Than Oral Method,HCPCS Level II
J1183,"Injection, drug substance 1183",Drugs Administered Other Than Oral Method,HCPCS Level II
J1186,"Injection, drug substance 1186",Drugs Administered Other Than Oral Method,HCPCS Level II
J1189,"Injection, drug substance 1189",Drugs Administered Other Than Oral Method,HCPCS Level II
J1192,"Injection, drug substance 1192",Drugs Administered Other Than Oral Method,HCPCS Level II
J1195,"Injection, drug substance 1195",Drugs Administered Other Than Oral Method,HCPCS Level II
J1198,"Injection, drug substance 1198",Drugs Administered Other Than Oral Method,HCPCS Level II
J1201,"Injection, drug substance 1201",Drugs Administered Other Than Oral Method,HCPCS Level II
J1204,"Injection, drug substance 1204",Drugs Administered Other Than Oral Method,HCPCS Level II
J1207,"Injection, drug substance 1207",Drugs Administered Other Than Oral Method,HCPCS Level II
J1210,"Injection, drug substance 1210",Drugs Administered Other Than Oral Method,HCPCS Level II
J1213,"Injection, drug substance 1213",Drugs Administered Other Than Oral Method,HCPCS Level II
J1216,"Injection, drug substance 1216",Drugs Administered Other Than Oral Method,HCPCS Level II
J1219,"Injection, drug substance 1219",Drugs Administered Other Than Oral Method,HCPCS Level II
J1222,"Injection, drug substance 1222",Drugs Administered Other Than Oral Method,HCPCS Level II
J1225,"Injection, drug substance 1225",Drugs Administered Other Than Oral Method,HCPCS Level II
J1228,"Injection, drug substance 1228",Drugs Administered Other Than Oral Method,HCPCS Level II
J1231,"Injection, drug substance 1231",Drugs Administered Other Than Oral Method,HCPCS Level II
J1234,"Injection, drug substance 1234",Drugs Administered Other Than Oral Method,HCPCS Level II
J1237,"Injection, drug substance 1237",Drugs Administered Other Than Oral Method,HCPCS Level II
J1240,"Injection, drug substance 1240",Drugs Administered Other Than Oral Method,HCPCS Level II
J1243,"Injection, drug substance 1243",Drugs Administered Other Than Oral Method,HCPCS Level II
J1246,"Injection, drug substance 1246",Drugs Administered Other Than Oral Method,HCPCS Level II
J1249,"Injection, drug substance 1249",Drugs Administered Other Than Oral Method,HCPCS Level II
J1252,"Injection, drug substance 1252",Drugs Administered Other Than Oral Method,HCPCS Level II
J1255,"Injection, drug substance 1255",Drugs Administered Other Than Oral Method,HCPCS Level II
J1258,"Injection, drug substance 1258",Drugs Administered Other Than Oral Method,HCPCS Level II
